timestamp,type,says,basketValueGross,overallBasketSavings,basketValueNet,numberOfItems,payment_type,payment_category,payment_amount,customerId,requestId
2022-06-02 19:26:05.148,IN_STORE,NA,1.2,,1.2,1,MastercardDebit,MastercardDebit,1.2,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2023-09-04 08:32:27.224,IN_STORE,NA,1.1,,1.1,1,Amex,Amex,1.1,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2022-06-12 15:56:11.271,IN_STORE,NA,13.35,0.8,10.21,7,MastercardDebit,MastercardDebit,10.21,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2022-02-04 19:07:54.612,IN_STORE,NA,15.5,0.25,13.32,17,MastercardDebit,MastercardDebit,13.32,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2024-07-24 12:55:46.025,IN_STORE,NA,5.33,1.8,5.33,4,AMERICAN EXPRESS,AMERICAN EXPRESS,5.33,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2022-04-15 14:24:01.786,IN_STORE,NA,22.35,1.35,18.75,16,MastercardDebit,MastercardDebit,18.75,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2023-11-01 12:46:35.920,IN_STORE,NA,4.5,2.45,4.5,4,Amex,Amex,4.5,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2021-11-02 16:49:44.359,IN_STORE,NA,27.15,2.5,21.1,18,MastercardDebit,MastercardDebit,21.1,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2021-07-29 13:39:31.670,IN_STORE,NA,6.5,3.5,3.0,3,MastercardDebit,MastercardDebit,3.0,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2024-09-29 15:07:00.662,IN_STORE,NA,7.67,,7.67,12,AMERICAN EXPRESS,AMERICAN EXPRESS,7.67,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2022-01-29 17:18:28.498,IN_STORE,NA,4.24,0.74,3.5,5,MastercardDebit,MastercardDebit,3.5,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2023-02-19 13:27:48.310,IN_STORE,NA,21.7,0.75,21.7,6,Amex,Amex,21.7,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2021-11-05 17:09:53.998,IN_STORE,NA,4.7,,3.15,3,MastercardDebit,MastercardDebit,3.15,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2023-09-18 13:15:06.081,IN_STORE,NA,24.93,0.75,24.93,13,Amex,Amex,24.93,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2021-07-17 21:39:52.721,IN_STORE,NA,13.71,2.0,11.71,10,MastercardDebit,MastercardDebit,11.71,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2023-05-17 14:02:39.339,IN_STORE,NA,47.51,0.96,47.51,38,Amex,Amex,47.51,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2023-08-14 10:06:51.520,IN_STORE,NA,8.81,4.54,8.81,8,Amex,Amex,8.81,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2024-01-13 17:58:18.426,IN_STORE,NA,7.75,,7.75,2,Amex,Amex,7.75,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2024-01-17 20:30:02.859,IN_STORE,NA,4.65,,4.65,4,Amex,Amex,4.65,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2024-01-26 21:04:04.307,IN_STORE,NA,4.05,0.9,4.05,2,Amex,Amex,4.05,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2023-10-19 19:21:01.674,IN_STORE,NA,5.37,,5.37,11,Amex,Amex,5.37,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2024-10-21 17:37:09.286,IN_STORE,NA,3.5,,3.5,1,AMERICAN EXPRESS,AMERICAN EXPRESS,3.5,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2024-12-12 12:37:26.179,IN_STORE,NA,3.6,2.8,3.6,3,AMERICAN EXPRESS,AMERICAN EXPRESS,3.6,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2024-12-31 15:06:32.028,IN_STORE,NA,8.25,1.95,8.25,7,AMERICAN EXPRESS,AMERICAN EXPRESS,8.25,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2024-06-13 13:11:36.034,IN_STORE,NA,3.4,2.05,3.4,3,AMERICAN EXPRESS,AMERICAN EXPRESS,3.4,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2024-04-17 12:16:42.744,IN_STORE,NA,4.85,2.05,4.85,4,Amex,Amex,4.85,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2021-10-11 13:17:21.221,IN_STORE,NA,2.1,,2.1,1,MastercardDebit,MastercardDebit,2.1,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2023-06-19 10:59:58.369,IN_STORE,NA,15.21,,15.21,1,Amex,Amex,15.21,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2021-08-06 19:52:33.221,IN_STORE,NA,32.35,2.0,30.35,4,MastercardDebit,MastercardDebit,30.35,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2022-07-10 16:34:40.889,IN_STORE,NA,55.22,,55.22,1,MastercardDebit,MastercardDebit,55.22,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2024-03-04 18:23:42.731,IN_STORE,NA,14.72,1.1,14.72,18,Amex,Amex,14.72,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2025-01-28 18:03:52.802,IN_STORE,NA,21.01,0.55,21.01,19,AMERICAN EXPRESS,AMERICAN EXPRESS,21.01,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2024-12-10 13:22:59.344,GHS,NA,64.4,19.95,64.4,34,Amex,Amex,64.4,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2022-06-11 14:10:33.160,IN_STORE,NA,7.4,,7.4,2,MastercardDebit,MastercardDebit,7.4,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2022-03-14 15:50:34.932,IN_STORE,NA,23.65,1.45,20.32,26,MastercardDebit,MastercardDebit,20.32,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2023-03-05 22:40:10.773,IN_STORE,NA,5.4,,5.4,4,MastercardDebit,MastercardDebit,5.4,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2022-08-08 19:09:32.871,IN_STORE,NA,37.98,,37.98,1,MastercardDebit,MastercardDebit,37.98,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2024-06-05 20:19:07.571,IN_STORE,NA,13.75,1.25,13.75,10,AMERICAN EXPRESS,AMERICAN EXPRESS,13.75,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2024-02-11 13:54:30.894,IN_STORE,NA,1.52,,1.52,2,Amex,Amex,1.52,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2023-09-03 12:43:31.902,IN_STORE,NA,39.22,0.9,39.22,26,Amex,Amex,39.22,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2023-04-27 21:35:45.251,IN_STORE,NA,2.5,,2.5,1,Amex,Amex,2.5,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2022-07-03 12:04:21.742,IN_STORE,NA,2.3,,2.3,2,MastercardDebit,MastercardDebit,2.3,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2022-12-11 16:37:14.700,IN_STORE,NA,56.21,,56.21,1,Amex,Amex,56.21,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2024-02-28 13:30:04.604,IN_STORE,NA,3.4,2.4,3.4,3,Amex,Amex,3.4,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2023-01-06 13:10:17.199,IN_STORE,NA,3.84,0.9,3.84,4,Amex,Amex,3.84,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2023-11-06 19:08:17.486,IN_STORE,NA,8.93,,8.93,7,Amex,Amex,8.93,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2024-01-14 17:38:37.240,IN_STORE,NA,1.1,,1.1,2,Amex,Amex,1.1,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2024-06-10 17:36:55.141,IN_STORE,NA,2.88,,2.88,4,AMERICAN EXPRESS,AMERICAN EXPRESS,2.88,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2024-01-13 15:07:56.480,IN_STORE,NA,9.36,,9.36,5,Amex,Amex,9.36,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2022-06-14 15:45:23.152,IN_STORE,NA,16.82,0.35,16.82,25,MastercardDebit,MastercardDebit,16.82,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2023-07-31 18:55:34.882,IN_STORE,NA,6.7,2.5,6.7,6,Amex,Amex,6.7,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2022-01-28 18:01:11.578,IN_STORE,NA,8.03,1.0,7.03,8,MastercardDebit,MastercardDebit,7.03,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2023-07-01 20:48:09.893,IN_STORE,NA,3.75,1.25,3.75,1,Amex,Amex,3.75,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2024-09-02 12:41:25.051,IN_STORE,NA,4.37,1.05,4.37,4,AMERICAN EXPRESS,AMERICAN EXPRESS,4.37,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2022-03-26 16:27:40.183,IN_STORE,NA,5.0,0.5,4.5,1,MastercardDebit,MastercardDebit,4.5,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2023-12-09 16:57:01.878,IN_STORE,NA,6.65,0.75,6.65,4,Amex,Amex,6.65,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2022-10-28 17:59:08.561,IN_STORE,NA,30.33,,30.33,1,VisaCredit,VisaCredit,30.33,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2021-11-06 19:14:03.263,IN_STORE,NA,6.0,,3.75,2,MastercardDebit,MastercardDebit,3.75,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2023-12-15 12:32:17.283,IN_STORE,NA,3.4,3.05,3.4,3,Amex,Amex,3.4,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2025-03-03 09:15:32.991,IN_STORE,NA,3.6,1.85,3.6,3,AMERICAN EXPRESS,AMERICAN EXPRESS,3.6,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2024-06-16 15:18:21.204,IN_STORE,NA,9.98,0.55,9.98,9,AMERICAN EXPRESS,AMERICAN EXPRESS,9.98,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2024-09-20 13:16:51.022,IN_STORE,NA,5.02,,5.02,3,AMERICAN EXPRESS,AMERICAN EXPRESS,5.02,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2021-07-19 13:10:50.601,IN_STORE,NA,5.35,1.5,3.85,4,VisaCredit,VisaCredit,3.85,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2023-10-19 18:59:52.477,IN_STORE,NA,1.94,,1.94,1,Amex,Amex,1.94,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2022-12-27 16:41:40.312,IN_STORE,NA,10.8,2.5,10.8,4,Amex,Amex,10.8,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2025-01-25 10:44:33.138,IN_STORE,NA,1.34,,1.34,3,AMERICAN EXPRESS,AMERICAN EXPRESS,1.34,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2024-07-11 20:16:37.719,IN_STORE,NA,15.88,,15.88,5,AMERICAN EXPRESS,AMERICAN EXPRESS,15.88,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2025-02-10 18:30:21.321,IN_STORE,NA,27.45,6.45,27.45,14,AMERICAN EXPRESS,AMERICAN EXPRESS,27.45,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2024-04-25 11:53:28.614,IN_STORE,NA,4.15,2.25,4.15,4,Amex,Amex,4.15,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2024-02-04 19:54:05.155,IN_STORE,NA,15.15,1.2,15.15,7,Amex,Amex,15.15,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2024-04-12 13:26:29.118,IN_STORE,NA,4.0,,4.0,1,Amex,Amex,4.0,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2021-07-15 18:29:00.369,IN_STORE,NA,42.09,,42.09,1,MastercardDebit,MastercardDebit,42.09,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2023-10-21 14:27:51.369,IN_STORE,NA,13.38,,13.38,9,Amex,Amex,13.38,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2023-04-21 15:05:19.299,IN_STORE,NA,1.55,,1.55,1,Amex,Amex,1.55,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2023-04-22 11:45:10.513,IN_STORE,NA,3.4,1.95,3.4,3,Amex,Amex,3.4,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2022-01-16 14:27:38.342,IN_STORE,NA,5.0,,2.2,1,MastercardDebit,MastercardDebit,2.2,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2024-11-29 21:21:24.136,IN_STORE,NA,7.05,2.4,7.05,3,AMERICAN EXPRESS,AMERICAN EXPRESS,7.05,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2022-07-29 12:10:31.401,IN_STORE,NA,0.57,,0.57,1,MastercardDebit,MastercardDebit,0.57,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2024-09-08 18:32:26.672,IN_STORE,NA,7.25,,7.25,6,AMERICAN EXPRESS,AMERICAN EXPRESS,7.25,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2021-10-09 13:11:57.119,IN_STORE,NA,8.59,0.59,8.0,4,MastercardDebit,MastercardDebit,8.0,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2024-08-27 13:51:20.296,IN_STORE,NA,13.0,0.8,13.0,17,AMERICAN EXPRESS,AMERICAN EXPRESS,13.0,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2021-12-31 11:38:43.054,IN_STORE,NA,40.04,,40.04,1,MastercardDebit,MastercardDebit,40.04,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2021-10-29 20:15:19.976,IN_STORE,NA,3.48,,3.48,3,MastercardDebit,MastercardDebit,3.48,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2024-09-26 13:04:40.317,IN_STORE,NA,3.6,2.25,3.6,3,AMERICAN EXPRESS,AMERICAN EXPRESS,3.6,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2024-01-22 12:26:33.803,IN_STORE,NA,17.34,0.3,17.34,18,Amex,Amex,17.34,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2023-11-10 19:33:42.768,IN_STORE,NA,10.05,,10.05,9,Amex,Amex,10.05,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2023-12-03 17:36:28.281,IN_STORE,NA,11.67,0.45,11.67,5,Amex,Amex,11.67,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
